#gene_id	#GO_term	#Description
default-0_rep_c53583|m.36812	GO:0071486	cellular response to high light intensity
default-0_rep_c53583|m.36812	GO:0006801	superoxide metabolic process
default-0_rep_c53583|m.36812	GO:0034599	cellular response to oxidative stress
default-0_rep_c53583|m.36812	GO:0055114	oxidation-reduction process
default-0_rep_c90064|m.58973	GO:0015979	photosynthesis
default-0_c78948|m.53104	GO:0055114	oxidation-reduction process
default-0_c91459|m.59540	GO:0006812	cation transport
default-0_c91459|m.59540	GO:0055085	transmembrane transport
default-0_rep_c104595|m.65085	GO:0006470	protein dephosphorylation
default-0_rep_c49062|m.34001	GO:0016125	sterol metabolic process
default-0_rep_c43457|m.29955	GO:0006412	translation
default-0_c4579|m.4054	GO:0006260	DNA replication
default-0_rep_c11557|m.9572	GO:0055114	oxidation-reduction process
default-0_rep_c57552|m.39534	GO:0005975	carbohydrate metabolic process
default-0_rep_c29117|m.21714	GO:0019646	aerobic electron transport chain
default-0_rep_c29117|m.21714	GO:0022904	respiratory electron transport chain
default-0_rep_c76385|m.51438	GO:0008295	spermidine biosynthetic process
default-0_rep_c76385|m.51438	GO:0006597	spermine biosynthetic process
default-0_c90415|m.59113	GO:0006412	translation
default-0_rep_c48206|m.33394	GO:0009269	response to desiccation
default-0_c44712|m.30954	GO:0006006	glucose metabolic process
default-0_c44712|m.30954	GO:0055114	oxidation-reduction process
default-0_rep_c115275|m.70959	GO:0006351	transcription, DNA-templated
default-0_c20440|m.16138	GO:0005975	carbohydrate metabolic process
default-0_c20440|m.16136	GO:0005975	carbohydrate metabolic process
default-0_c18896|m.14963	GO:0006886	intracellular protein transport
default-0_c18896|m.14963	GO:0016192	vesicle-mediated transport
default-0_c10724|m.8951	GO:0045739	positive regulation of DNA repair
default-0_dn_rep_c953|m.865	GO:0006412	translation
default-0_rep_c27974|m.21035	GO:0055114	oxidation-reduction process
default-0_rep_c18871|m.14943	GO:0009765	photosynthesis, light harvesting
default-0_rep_c100861|m.63491	GO:0009744	response to sucrose
default-0_rep_c100861|m.63491	GO:0043562	cellular response to nitrogen levels
default-0_c58622|m.40211	GO:0006457	protein folding
default-0_c18432|m.14605	GO:0006508	proteolysis
default-0_c18432|m.14605	GO:0006629	lipid metabolic process
default-0_rep_c55731|m.38340	GO:0009765	photosynthesis, light harvesting
default-0_rep_c73095|m.49050	GO:0006869	lipid transport
default-0_rep_c20622|m.16247	GO:0006310	DNA recombination
default-0_rep_c20622|m.16247	GO:0006281	DNA repair
default-0_rep_c20622|m.16247	GO:0006260	DNA replication
default-0_c107066|m.66303	GO:0006468	protein phosphorylation
default-0_c37510|m.26302	GO:0005975	carbohydrate metabolic process
default-0_rep_c94927|m.61104	GO:0006376	mRNA splice site selection
default-0_rep_c27123|m.20541	GO:0000160	phosphorelay signal transduction system
default-0_rep_c42053|m.28911	GO:0006810	transport
default-0_rep_c24229|m.18668	GO:0006468	protein phosphorylation
default-0_rep_c24229|m.18668	GO:0007049	cell cycle
default-0_rep_c18130|m.14385	GO:0006032	chitin catabolic process
default-0_rep_c18130|m.14385	GO:0005975	carbohydrate metabolic process
default-0_rep_c18130|m.14385	GO:0016998	cell wall macromolecule catabolic process
default-0_rep_c1265|m.1109	GO:0019464	glycine decarboxylation via glycine cleavage system
default-0_rep_c60906|m.41686	GO:0006412	translation
default-0_rep_c83449|m.55690	GO:0006810	transport
default-0_rep_c14120|m.11491	GO:0055114	oxidation-reduction process
default-0_rep_c14120|m.11491	GO:0006979	response to oxidative stress
default-0_dn_rep_c68|m.86	GO:0006412	translation
default-0_rep_c53946|m.37051	GO:0006913	nucleocytoplasmic transport
default-0_rep_c64981|m.44111	GO:0042254	ribosome biogenesis
default-0_rep_c63447|m.43218	GO:0006869	lipid transport
default-0_rep_c37006|m.26010	GO:0015979	photosynthesis
default-0_rep_c28773|m.21504	GO:0006886	intracellular protein transport
default-0_rep_c28773|m.21504	GO:0006810	transport
default-0_rep_c28773|m.21504	GO:0016192	vesicle-mediated transport
default-0_rep_c39846|m.27637	GO:0006730	one-carbon metabolic process
default-0_c18039|m.14329	GO:0006886	intracellular protein transport
default-0_c18039|m.14329	GO:0006913	nucleocytoplasmic transport
default-0_c18039|m.14329	GO:0007165	signal transduction
default-0_c18039|m.14329	GO:0015031	protein transport
default-0_c18039|m.14329	GO:0007264	small GTPase mediated signal transduction
default-0_rep_c29657|m.22058	GO:0006508	proteolysis
default-0_c98836|m.62701	GO:0006414	translational elongation
default-0_c12360|m.10191	GO:0042773	ATP synthesis coupled electron transport
default-0_c12360|m.10191	GO:0055114	oxidation-reduction process
default-0_c108664|m.67378	GO:0006508	proteolysis
default-0_rep_c47956|m.33221	GO:0055114	oxidation-reduction process
default-0_rep_c47956|m.33221	GO:0006979	response to oxidative stress
default-0_rep_c904|m.828	GO:0006950	response to stress
default-0_rep_c904|m.828	GO:0009228	thiamine biosynthetic process
default-0_rep_c904|m.828	GO:0055114	oxidation-reduction process
default-0_rep_c8906|m.7541	GO:0006511	ubiquitin-dependent protein catabolic process
default-0_rep_c5614|m.4906	GO:0015979	photosynthesis
default-0_rep_c84724|m.56395	GO:0006979	response to oxidative stress
default-0_rep_c84724|m.56395	GO:0055114	oxidation-reduction process
default-0_rep_c84724|m.56395	GO:0030091	protein repair
default-0_rep_c71273|m.47503	GO:0008299	isoprenoid biosynthetic process
default-0_rep_c71273|m.47503	GO:0008152	metabolic process
default-0_rep_c36949|m.25980	GO:0015979	photosynthesis
default-0_rep_c1045|m.934	GO:0006810	transport
default-0_rep_c29555|m.21994	GO:0006412	translation
default-0_c36094|m.25489	GO:0006412	translation
default-0_dn_rep_c28725|m.21467	GO:0006486	protein glycosylation
default-0_c89031|m.58530	GO:0007264	small GTPase mediated signal transduction
default-0_rep_c115972|m.71297	GO:0055114	oxidation-reduction process
default-0_rep_c21039|m.16504	GO:0006412	translation
default-0_rep_c78176|m.52589	GO:0006508	proteolysis
default-0_rep_c54225|m.37228	GO:0006629	lipid metabolic process
default-0_rep_c27083|m.20520	GO:0006351	transcription, DNA-templated
default-0_rep_c32492|m.23610	GO:0055085	transmembrane transport
default-0_c1606|m.1381	GO:0008299	isoprenoid biosynthetic process
default-0_rep_c68065|m.45772	GO:0006412	translation
default-0_rep_c32241|m.23471	GO:0006032	chitin catabolic process
default-0_rep_c32241|m.23471	GO:0016998	cell wall macromolecule catabolic process
default-0_rep_c59907|m.41023	GO:0006412	translation
default-0_rep_c52761|m.36250	GO:0006412	translation
default-0_rep_c30754|m.22722	GO:0015986	ATP synthesis coupled proton transport
default-0_rep_c6788|m.5883	GO:0006796	phosphate-containing compound metabolic process
default-0_rep_c65280|m.44291	GO:0006355	regulation of transcription, DNA-templated
default-0_rep_c40565|m.28028	GO:0042254	ribosome biogenesis
default-0_rep_c2733|m.2396	GO:0045454	cell redox homeostasis
default-0_c49455|m.34259	GO:0010430	fatty acid omega-oxidation
default-0_c49455|m.34259	GO:0055114	oxidation-reduction process
default-0_rep_c48182|m.33378	GO:0042545	cell wall modification
default-0_c10275|m.8629	GO:0019953	sexual reproduction
default-0_dn_rep_c68745|m.46104	GO:0000413	protein peptidyl-prolyl isomerization
default-0_dn_rep_c68745|m.46104	GO:0006457	protein folding
default-0_rep_c80608|m.54139	GO:0006810	transport
default-0_rep_c345|m.382	GO:0006412	translation
default-0_dn_rep_c4023|m.3535	GO:0006412	translation
default-0_c79658|m.53551	GO:0016117	carotenoid biosynthetic process
default-0_rep_c106072|m.65745	GO:0055085	transmembrane transport
default-0_rep_c44298|m.30638	GO:0007264	small GTPase mediated signal transduction
default-0_c74256|m.49946	GO:0055114	oxidation-reduction process
default-0_c74256|m.49946	GO:0009082	branched-chain amino acid biosynthetic process
default-0_c40658|m.28089	GO:0006355	regulation of transcription, DNA-templated
default-0_rep_c18096|m.14361	GO:0055085	transmembrane transport
default-0_c39006|m.27158	GO:0009396	folic acid-containing compound biosynthetic process
default-0_c39006|m.27158	GO:0055114	oxidation-reduction process
default-0_rep_c24457|m.18819	GO:0006952	defense response
default-0_rep_c24457|m.18819	GO:0009607	response to biotic stimulus
default-0_rep_c65063|m.44156	GO:0006412	translation
default-0_c24891|m.19109	GO:0006479	protein methylation
default-0_rep_c115899|m.71255	GO:0006355	regulation of transcription, DNA-templated
default-0_c33073|m.23928	GO:0006096	glycolytic process
default-0_rep_c66448|m.44957	GO:0006412	translation
default-0_rep_c31506|m.23079	GO:0006099	tricarboxylic acid cycle
default-0_rep_c31506|m.23079	GO:0015977	carbon fixation
default-0_rep_c19204|m.15179	GO:0006412	translation
default-0_rep_c43186|m.29723	GO:0006412	translation
default-0_rep_c35921|m.25376	GO:0055114	oxidation-reduction process
default-0_rep_c35921|m.25376	GO:0008152	metabolic process
default-0_rep_c80967|m.54352	GO:0009396	folic acid-containing compound biosynthetic process
default-0_rep_c80967|m.54352	GO:0055114	oxidation-reduction process
default-0_c82578|m.55227	GO:0006760	folic acid-containing compound metabolic process
default-0_c91206|m.59426	GO:0005975	carbohydrate metabolic process
default-0_rep_c46680|m.32359	GO:0006412	translation
default-0_rep_c11994|m.9916	GO:0006096	glycolytic process
default-0_rep_c78147|m.52564	GO:0008152	metabolic process
default-0_rep_c69543|m.46412	GO:0006412	translation
default-0_rep_c23159|m.17932	GO:0006412	translation
default-0_rep_c102266|m.64108	GO:0008152	metabolic process
default-0_rep_c80609|m.54140	GO:0006414	translational elongation
default-0_rep_c115068|m.70847	GO:0009082	branched-chain amino acid biosynthetic process
default-0_rep_c115068|m.70847	GO:0055114	oxidation-reduction process
default-0_c110137|m.68265	GO:0009073	aromatic amino acid family biosynthetic process
default-0_rep_c15562|m.12532	GO:0006334	nucleosome assembly
default-0_c110389|m.68400	GO:0006508	proteolysis
default-0_rep_c69549|m.46416	GO:0009765	photosynthesis, light harvesting
default-0_c20714|m.16303	GO:0008152	metabolic process
default-0_rep_c74757|m.50349	GO:0006412	translation
default-0_rep_c10854|m.9057	GO:0006950	response to stress
default-0_rep_c10854|m.9057	GO:0006457	protein folding
default-0_c110906|m.68669	GO:0006468	protein phosphorylation
default-0_rep_c42773|m.29381	GO:0006412	translation
default-0_rep_c65179|m.44234	GO:0006869	lipid transport
default-0_rep_c45421|m.31490	GO:0055085	transmembrane transport
default-0_rep_c45421|m.31490	GO:0006814	sodium ion transport
default-0_rep_c3150|m.2773	GO:0006096	glycolytic process
default-0_rep_c758|m.713	GO:0045040	protein import into mitochondrial outer membrane
default-0_c76950|m.51814	GO:0055114	oxidation-reduction process
default-0_c23308|m.18032	GO:0007094	mitotic spindle assembly checkpoint
default-0_c48527|m.33601	GO:0055114	oxidation-reduction process
default-0_rep_c60653|m.41547	GO:0051603	proteolysis involved in cellular protein catabolic process
default-0_rep_c60653|m.41547	GO:0006511	ubiquitin-dependent protein catabolic process
default-0_rep_c3017|m.2642	GO:0055114	oxidation-reduction process
default-0_c35503|m.25171	GO:0003333	amino acid transmembrane transport
default-0_c111439|m.68920	GO:0006468	protein phosphorylation
default-0_rep_c106841|m.66162	GO:0007275	multicellular organismal development
default-0_rep_c65151|m.44220	GO:0006412	translation
default-0_rep_c1228|m.1082	GO:0055114	oxidation-reduction process
default-0_rep_c1228|m.1082	GO:0006102	isocitrate metabolic process
default-0_dn_rep_c41461|m.28538	GO:0006412	translation
default-0_rep_c46170|m.32002	GO:0016567	protein ubiquitination
default-0_rep_c88705|m.58376	GO:0045454	cell redox homeostasis
default-0_rep_c38308|m.26729	GO:0009765	photosynthesis, light harvesting
default-0_rep_c69726|m.46508	GO:0006412	translation
default-0_rep_c42614|m.29263	GO:0005975	carbohydrate metabolic process
default-0_rep_c42614|m.29263	GO:0006098	pentose-phosphate shunt
default-0_rep_c3569|m.3128	GO:0006412	translation
default-0_rep_c10720|m.8948	GO:0046907	intracellular transport
default-0_c27787|m.20935	GO:0008152	metabolic process
default-0_rep_c49112|m.34034	GO:0006457	protein folding
default-0_rep_c86196|m.57170	GO:0006508	proteolysis
default-0_rep_c74730|m.50333	GO:0008152	metabolic process
default-0_rep_c67096|m.45310	GO:0006414	translational elongation
default-0_c17307|m.13794	GO:0006812	cation transport
default-0_c17307|m.13794	GO:0055085	transmembrane transport
default-0_rep_c37429|m.26245	GO:0030042	actin filament depolymerization
default-0_rep_c23019|m.17822	GO:0006412	translation
default-0_c75382|m.50791	GO:0006508	proteolysis
default-0_c6357|m.5519	GO:0008152	metabolic process
default-0_rep_c36259|m.25585	GO:0006412	translation
default-0_rep_c993|m.897	GO:0010430	fatty acid omega-oxidation
default-0_rep_c993|m.897	GO:0055114	oxidation-reduction process
default-0_rep_c65731|m.44542	GO:0005975	carbohydrate metabolic process
default-0_rep_c65731|m.44542	GO:0006073	cellular glucan metabolic process
default-0_c100952|m.63542	GO:0006486	protein glycosylation
default-0_rep_c26833|m.20395	GO:0016192	vesicle-mediated transport
default-0_rep_c16070|m.12922	GO:0006334	nucleosome assembly
default-0_rep_c25879|m.19782	GO:0009767	photosynthetic electron transport chain
default-0_rep_c25879|m.19782	GO:0019684	photosynthesis, light reaction
default-0_c87654|m.57954	GO:0055114	oxidation-reduction process
default-0_rep_c14009|m.11420	GO:0006096	glycolytic process
default-0_rep_c36215|m.25563	GO:0006412	translation
default-0_rep_c5592|m.4887	GO:0055114	oxidation-reduction process
default-0_rep_c46535|m.32237	GO:0055114	oxidation-reduction process
default-0_rep_c2996|m.2625	GO:0005975	carbohydrate metabolic process
default-0_rep_c5349|m.4692	GO:0006412	translation
default-0_rep_c56076|m.38580	GO:0009765	photosynthesis, light harvesting
default-0_c3476|m.3039	GO:0016567	protein ubiquitination
default-0_c3476|m.3039	GO:0006511	ubiquitin-dependent protein catabolic process
default-0_c3476|m.3039	GO:0007275	multicellular organismal development
default-0_rep_c4187|m.3673	GO:0006355	regulation of transcription, DNA-templated
default-0_c13144|m.10760	GO:0006812	cation transport
default-0_c13144|m.10760	GO:0055085	transmembrane transport
default-0_rep_c21686|m.16965	GO:0006412	translation
default-0_rep_c27217|m.20596	GO:0006468	protein phosphorylation
default-0_rep_c34856|m.24834	GO:0055085	transmembrane transport
default-0_rep_c64485|m.43821	GO:0006412	translation
default-0_rep_c9629|m.8120	GO:0008152	metabolic process
default-0_rep_c170|m.201	GO:0006412	translation
default-0_rep_c23318|m.18037	GO:0006412	translation
default-0_rep_c50918|m.35175	GO:0006418	tRNA aminoacylation for protein translation
default-0_rep_c50918|m.35175	GO:0006412	translation
default-0_rep_c61392|m.41979	GO:0008152	metabolic process
default-0_c90941|m.59320	GO:0006633	fatty acid biosynthetic process
default-0_c90941|m.59320	GO:0008152	metabolic process
default-0_rep_c98379|m.62509	GO:0006952	defense response
default-0_rep_c98379|m.62509	GO:0009607	response to biotic stimulus
default-0_c85782|m.56953	GO:0006468	protein phosphorylation
default-0_rep_c90940|m.59319	GO:0009765	photosynthesis, light harvesting
default-0_c115252|m.70938	GO:0000413	protein peptidyl-prolyl isomerization
default-0_c115252|m.70938	GO:0006457	protein folding
default-0_rep_c116642|m.71648	GO:0006355	regulation of transcription, DNA-templated
default-0_c88267|m.58217	GO:0006468	protein phosphorylation
default-0_rep_c52892|m.36336	GO:0006096	glycolytic process
default-0_c115206|m.70921	GO:0045038	protein import into chloroplast thylakoid membrane
default-0_c115206|m.70921	GO:0009416	response to light stimulus
default-0_c113975|m.70212	GO:0007034	vacuolar transport
default-0_rep_c1320|m.1160	GO:0006412	translation
default-0_rep_c45250|m.31369	GO:0007165	signal transduction
default-0_rep_c45250|m.31369	GO:0015031	protein transport
default-0_rep_c45250|m.31369	GO:0007264	small GTPase mediated signal transduction
default-0_c53466|m.36738	GO:0055114	oxidation-reduction process
default-0_rep_c28458|m.21323	GO:0006950	response to stress
default-0_rep_c28458|m.21323	GO:0006457	protein folding
default-0_rep_c16455|m.13209	GO:0006869	lipid transport
default-0_rep_c32311|m.23507	GO:0006413	translational initiation
default-0_c72607|m.48693	GO:0006470	protein dephosphorylation
default-0_rep_c998|m.901	GO:0071805	potassium ion transmembrane transport
default-0_rep_c42953|m.29533	GO:0006810	transport
default-0_rep_c61208|m.41863	GO:0006412	translation
default-0_rep_c18519|m.14662	GO:0055114	oxidation-reduction process
default-0_rep_c41702|m.28693	GO:0009765	photosynthesis, light harvesting
default-0_rep_c11793|m.9757	GO:0009765	photosynthesis, light harvesting
default-0_rep_c49024|m.33976	GO:0055114	oxidation-reduction process
default-0_rep_c3871|m.3386	GO:0033014	tetrapyrrole biosynthetic process
default-0_rep_c3871|m.3386	GO:0055114	oxidation-reduction process
default-0_rep_c13913|m.11354	GO:0007186	G-protein coupled receptor signaling pathway
default-0_c21978|m.17155	GO:0006508	proteolysis
default-0_rep_c6496|m.5639	GO:0009060	aerobic respiration
default-0_rep_c6496|m.5639	GO:0055114	oxidation-reduction process
default-0_rep_c76284|m.51382	GO:0006412	translation
default-0_rep_c54203|m.37215	GO:0006412	translation
default-0_rep_c19618|m.15498	GO:0042549	photosystem II stabilization
default-0_rep_c19618|m.15498	GO:0015979	photosynthesis
default-0_rep_c64914|m.44070	GO:0055114	oxidation-reduction process
default-0_rep_c64914|m.44070	GO:0006979	response to oxidative stress
default-0_rep_c72499|m.48595	GO:0015979	photosynthesis
default-0_rep_c65885|m.44637	GO:0006412	translation
default-0_rep_c116071|m.71352	GO:0055114	oxidation-reduction process
default-0_c87782|m.58008	GO:0055114	oxidation-reduction process
default-0_rep_c42961|m.29543	GO:0015986	ATP synthesis coupled proton transport
default-0_rep_c23260|m.17996	GO:0006563	L-serine metabolic process
default-0_rep_c23260|m.17996	GO:0006544	glycine metabolic process
default-0_c99501|m.62945	GO:0015693	magnesium ion transport
default-0_c23823|m.18366	GO:0055114	oxidation-reduction process
default-0_rep_c2804|m.2441	GO:0006812	cation transport
default-0_rep_c2804|m.2441	GO:0055085	transmembrane transport
default-0_rep_c6430|m.5580	GO:0009186	deoxyribonucleoside diphosphate metabolic process
default-0_rep_c6430|m.5580	GO:0055114	oxidation-reduction process
default-0_rep_c14475|m.11741	GO:0006412	translation
default-0_c87677|m.57965	GO:0005975	carbohydrate metabolic process
default-0_c16584|m.13292	GO:0006412	translation
default-0_rep_c45501|m.31555	GO:0005975	carbohydrate metabolic process
default-0_rep_c14019|m.11425	GO:0006633	fatty acid biosynthetic process
default-0_rep_c14019|m.11425	GO:0008152	metabolic process
default-0_rep_c14019|m.11425	GO:0008610	lipid biosynthetic process
default-0_c50579|m.34955	GO:0008152	metabolic process
default-0_rep_c109961|m.68165	GO:0006412	translation
default-0_rep_c75601|m.50934	GO:0009058	biosynthetic process
default-0_rep_c56251|m.38706	GO:0006412	translation
default-0_c73836|m.49655	GO:0006886	intracellular protein transport
default-0_c73836|m.49655	GO:0016192	vesicle-mediated transport
default-0_rep_c7398|m.6365	GO:0043039	tRNA aminoacylation
default-0_rep_c7398|m.6365	GO:0006418	tRNA aminoacylation for protein translation
default-0_c113618|m.70003	GO:0006468	protein phosphorylation
default-0_c110883|m.68656	GO:0043248	proteasome assembly
default-0_rep_c83353|m.55636	GO:0006508	proteolysis
default-0_rep_c61872|m.42279	GO:0006351	transcription, DNA-templated
default-0_rep_c19242|m.15210	GO:0006418	tRNA aminoacylation for protein translation
default-0_rep_c83606|m.55807	GO:0009765	photosynthesis, light harvesting
default-0_rep_c46422|m.32157	GO:0006452	translational frameshifting
default-0_rep_c46422|m.32157	GO:0045901	positive regulation of translational elongation
default-0_rep_c46422|m.32157	GO:0045905	positive regulation of translational termination
default-0_rep_c44109|m.30486	GO:0051603	proteolysis involved in cellular protein catabolic process
default-0_rep_c115638|m.71131	GO:0042256	mature ribosome assembly
default-0_rep_c62|m.80	GO:0015992	proton transport
default-0_rep_c59154|m.40561	GO:0006412	translation
default-0_c11424|m.9473	GO:0055114	oxidation-reduction process
default-0_rep_c57027|m.39205	GO:0006810	transport
default-0_rep_c57204|m.39309	GO:0006412	translation
default-0_rep_c60924|m.41696	GO:0006869	lipid transport
default-0_c21970|m.17148	GO:0055114	oxidation-reduction process
default-0_c21970|m.17148	GO:0008152	metabolic process
default-0_c74240|m.49939	GO:0042545	cell wall modification
default-0_c49562|m.34332	GO:0008152	metabolic process
default-0_rep_c110749|m.68591	GO:0008152	metabolic process
default-0_rep_c698|m.675	GO:0006412	translation
default-0_rep_c103181|m.64463	GO:0006412	translation
default-0_c22076|m.17212	GO:0006810	transport
default-0_c22076|m.17212	GO:0006888	ER to Golgi vesicle-mediated transport
default-0_rep_c111511|m.68945	GO:0045739	positive regulation of DNA repair
default-0_rep_c73778|m.49610	GO:0008654	phospholipid biosynthetic process
default-0_rep_c9663|m.8142	GO:0006412	translation
default-0_rep_c64673|m.43926	GO:0015991	ATP hydrolysis coupled proton transport
default-0_rep_c45857|m.31792	GO:0006355	regulation of transcription, DNA-templated
default-0_rep_c56446|m.38827	GO:0006508	proteolysis
default-0_rep_c55896|m.38455	GO:0006412	translation
default-0_rep_c21567|m.16878	GO:0006412	translation
default-0_rep_c18081|m.14355	GO:0006412	translation
default-0_rep_c7354|m.6337	GO:0006412	translation
default-0_c86475|m.57319	GO:0008152	metabolic process
default-0_rep_c25980|m.19847	GO:0008152	metabolic process
default-0_c92089|m.59842	GO:0055114	oxidation-reduction process
default-0_rep_c42125|m.28960	GO:0055114	oxidation-reduction process
default-0_rep_c45627|m.31643	GO:0055114	oxidation-reduction process
default-0_c16049|m.12907	GO:0006886	intracellular protein transport
default-0_c16049|m.12907	GO:0016192	vesicle-mediated transport
default-0_rep_c41348|m.28469	GO:0006396	RNA processing
default-0_rep_c20523|m.16197	GO:0006952	defense response
default-0_rep_c20523|m.16197	GO:0009607	response to biotic stimulus
default-0_rep_c31480|m.23065	GO:0042128	nitrate assimilation
default-0_rep_c31480|m.23065	GO:0055114	oxidation-reduction process
default-0_rep_c31480|m.23066	GO:0055114	oxidation-reduction process
default-0_rep_c31480|m.23066	GO:0042128	nitrate assimilation
default-0_c46090|m.31959	GO:0006355	regulation of transcription, DNA-templated
default-0_rep_c76822|m.51721	GO:0006412	translation
default-0_c84810|m.56442	GO:0006614	SRP-dependent cotranslational protein targeting to membrane
default-0_rep_c214|m.253	GO:0006355	regulation of transcription, DNA-templated
default-0_rep_c29458|m.21938	GO:0042254	ribosome biogenesis
default-0_rep_c33069|m.23926	GO:0006486	protein glycosylation
default-0_rep_c86630|m.57407	GO:0006810	transport
default-0_rep_c105571|m.65508	GO:0015979	photosynthesis
default-0_rep_c82924|m.55400	GO:0006629	lipid metabolic process
default-0_rep_c21163|m.16572	GO:0008152	metabolic process
default-0_c107164|m.66372	GO:0006355	regulation of transcription, DNA-templated
default-0_rep_c33388|m.24084	GO:0007275	multicellular organismal development
default-0_rep_c33580|m.24172	GO:0006629	lipid metabolic process
default-0_rep_c31247|m.22952	GO:0006511	ubiquitin-dependent protein catabolic process
default-0_rep_c25428|m.19486	GO:0006468	protein phosphorylation
default-0_rep_c11088|m.9235	GO:0015979	photosynthesis
default-0_c92684|m.60094	GO:0000398	mRNA splicing, via spliceosome
default-0_c25441|m.19495	GO:0006886	intracellular protein transport
default-0_c25441|m.19495	GO:0006913	nucleocytoplasmic transport
default-0_c25441|m.19495	GO:0007165	signal transduction
default-0_c25441|m.19495	GO:0015031	protein transport
default-0_c25441|m.19495	GO:0007264	small GTPase mediated signal transduction
default-0_rep_c48973|m.33924	GO:0006412	translation
default-0_rep_c30655|m.22675	GO:0055114	oxidation-reduction process
default-0_rep_c30655|m.22675	GO:0009308	amine metabolic process
default-0_rep_c29052|m.21669	GO:0007021	tubulin complex assembly
default-0_rep_c26769|m.20355	GO:0006351	transcription, DNA-templated
default-0_rep_c103901|m.64747	GO:0006334	nucleosome assembly
default-0_rep_c112780|m.69546	GO:0000413	protein peptidyl-prolyl isomerization
default-0_rep_c112780|m.69546	GO:0006457	protein folding
default-0_rep_c72280|m.48411	GO:0006457	protein folding
default-0_c72011|m.48178	GO:0006886	intracellular protein transport
default-0_c72011|m.48178	GO:0016192	vesicle-mediated transport
default-0_rep_c75390|m.50795	GO:0007165	signal transduction
default-0_rep_c75390|m.50795	GO:0015031	protein transport
default-0_rep_c75390|m.50795	GO:0007264	small GTPase mediated signal transduction
default-0_rep_c79794|m.53648	GO:0055114	oxidation-reduction process
default-0_c16960|m.13555	GO:0005975	carbohydrate metabolic process
default-0_c20882|m.16405	GO:0009733	response to auxin
default-0_rep_c94928|m.61105	GO:0055114	oxidation-reduction process
default-0_rep_c45062|m.31221	GO:0006486	protein glycosylation
default-0_rep_c42808|m.29408	GO:0006694	steroid biosynthetic process
default-0_c4874|m.4300	GO:0008152	metabolic process
default-0_rep_c4250|m.3738	GO:0051603	proteolysis involved in cellular protein catabolic process
default-0_rep_c53343|m.36657	GO:0005975	carbohydrate metabolic process
default-0_rep_c59681|m.40888	GO:0055114	oxidation-reduction process
default-0_rep_c59681|m.40888	GO:0008152	metabolic process
default-0_rep_c30743|m.22719	GO:0055114	oxidation-reduction process
default-0_rep_c30743|m.22719	GO:0006979	response to oxidative stress
default-0_rep_c28407|m.21293	GO:0006260	DNA replication
default-0_rep_c76694|m.51639	GO:0006412	translation
default-0_c113138|m.69737	GO:0016192	vesicle-mediated transport
default-0_c17438|m.13892	GO:0015780	nucleotide-sugar transport
default-0_dn_rep_c11845|m.9797	GO:0006351	transcription, DNA-templated
default-0_rep_c1457|m.1261	GO:0006412	translation
default-0_c87062|m.57623	GO:0006265	DNA topological change
default-0_rep_c54346|m.37312	GO:0006355	regulation of transcription, DNA-templated
default-0_rep_c54346|m.37312	GO:0016568	chromatin modification
default-0_rep_c9212|m.7791	GO:0055085	transmembrane transport
default-0_rep_c24760|m.19028	GO:0008152	metabolic process
default-0_dn_rep_c66166|m.44787	GO:0008152	metabolic process
default-0_c77748|m.52316	GO:0006468	protein phosphorylation
default-0_rep_c112914|m.69617	GO:0006412	translation
default-0_rep_c47201|m.32710	GO:0009396	folic acid-containing compound biosynthetic process
default-0_rep_c47201|m.32710	GO:0055114	oxidation-reduction process
default-0_rep_c59935|m.41047	GO:0006412	translation
default-0_rep_c54553|m.37448	GO:0006412	translation
default-0_rep_c9670|m.8149	GO:0006096	glycolytic process
default-0_rep_c30528|m.22588	GO:0055114	oxidation-reduction process
default-0_rep_c30528|m.22588	GO:0006979	response to oxidative stress
default-0_rep_c37239|m.26138	GO:0006412	translation
default-0_rep_c19924|m.15747	GO:0006457	protein folding
default-0_rep_c9747|m.8211	GO:0008652	cellular amino acid biosynthetic process
default-0_c76066|m.51227	GO:0055114	oxidation-reduction process
default-0_c76066|m.51227	GO:0009308	amine metabolic process
default-0_rep_c109596|m.67956	GO:0055114	oxidation-reduction process
default-0_rep_c109596|m.67956	GO:0008152	metabolic process
default-0_rep_c58307|m.40055	GO:0006412	translation
default-0_rep_c94580|m.60955	GO:0051603	proteolysis involved in cellular protein catabolic process
default-0_rep_c41574|m.28610	GO:0006355	regulation of transcription, DNA-templated
default-0_rep_c113813|m.70109	GO:0055114	oxidation-reduction process
default-0_rep_c56857|m.39083	GO:0006979	response to oxidative stress
default-0_rep_c56857|m.39083	GO:0055114	oxidation-reduction process
default-0_rep_c56857|m.39083	GO:0030091	protein repair
default-0_rep_c9986|m.8409	GO:0006556	S-adenosylmethionine biosynthetic process
default-0_rep_c70721|m.47000	GO:0055114	oxidation-reduction process
default-0_rep_c73895|m.49696	GO:0016226	iron-sulfur cluster assembly
default-0_c73574|m.49456	GO:0009312	oligosaccharide biosynthetic process
default-0_rep_c6917|m.5985	GO:0009765	photosynthesis, light harvesting
default-0_rep_c7708|m.6624	GO:0006351	transcription, DNA-templated
default-0_rep_c66260|m.44850	GO:0006412	translation
default-0_rep_c21699|m.16971	GO:0006470	protein dephosphorylation
default-0_c111489|m.68937	GO:0006099	tricarboxylic acid cycle
