#gene_id	#pathway_name	#pathway_id	#ec_number
default-0_rep_c1321|m.1162	Pyrimidine metabolism	00240	2.7.4.6
default-0_c95305|m.61294	Starch and sucrose metabolism	00500	3.2.1.4
default-0_c73874|m.49684	Starch and sucrose metabolism	00500	3.1.1.11
default-0_c73874|m.49684	Pentose and glucuronate interconversions	00040	3.1.1.11
default-0_rep_c96314|m.61766	Cysteine and methionine metabolism	00270	2.1.1.14
default-0_rep_c96314|m.61766	Selenocompound metabolism	00450	2.1.1.14
default-0_rep_c96314|m.61765	Cysteine and methionine metabolism	00270	2.1.1.14
default-0_rep_c96314|m.61765	Selenocompound metabolism	00450	2.1.1.14
default-0_c72696|m.48770	Lipoic acid metabolism	00785	2.3.1.181
default-0_dn_rep_c44317|m.30657	Arginine and proline metabolism	00330	2.6.1.13
default-0_rep_c43969|m.30380	Nitrogen metabolism	00910	4.2.1.104
default-0_rep_c36597|m.25783	Glyoxylate and dicarboxylate metabolism	00630	4.1.1.39
default-0_rep_c36597|m.25783	Carbon fixation in photosynthetic organisms	00710	4.1.1.39
default-0_dn_rep_c4992|m.4405	Pantothenate and CoA biosynthesis	00770	2.7.1.33
default-0_rep_c24500|m.18852	Porphyrin and chlorophyll metabolism	00860	1.14.13.81
default-0_rep_c92333|m.59953	Oxidative phosphorylation	00190	3.6.1.1
default-0_rep_c112901|m.69606	Starch and sucrose metabolism	00500	3.2.1.39
default-0_rep_c20036|m.15831	Pentose phosphate pathway	00030	4.1.2.13
default-0_rep_c20036|m.15831	Carbon fixation in photosynthetic organisms	00710	4.1.2.13
default-0_rep_c20036|m.15831	Glycolysis / Gluconeogenesis	00010	4.1.2.13
default-0_rep_c20036|m.15831	Fructose and mannose metabolism	00051	4.1.2.13
default-0_rep_c20036|m.15831	Methane metabolism	00680	4.1.2.13
default-0_rep_c55717|m.38325	Valine, leucine and isoleucine biosynthesis	00290	4.2.1.33
default-0_c14035|m.11432	Phenylalanine metabolism	00360	2.6.1.1
default-0_c14035|m.11432	Phenylalanine, tyrosine and tryptophan biosynthesis	00400	2.6.1.1
default-0_c14035|m.11432	Tyrosine metabolism	00350	2.6.1.1
default-0_c14035|m.11432	Alanine, aspartate and glutamate metabolism	00250	2.6.1.1
default-0_c14035|m.11432	Novobiocin biosynthesis	00401	2.6.1.1
default-0_c14035|m.11432	Isoquinoline alkaloid biosynthesis	00950	2.6.1.1
default-0_c14035|m.11432	Tropane, piperidine and pyridine alkaloid biosynthesis	00960	2.6.1.1
default-0_c14035|m.11432	Carbon fixation in photosynthetic organisms	00710	2.6.1.1
default-0_c14035|m.11432	Cysteine and methionine metabolism	00270	2.6.1.1
default-0_c14035|m.11432	Arginine and proline metabolism	00330	2.6.1.1
default-0_c14035|m.11432	Arginine biosynthesis	00220	2.6.1.1
default-0_c20521|m.16196	Ubiquinone and other terpenoid-quinone biosynthesis	00130	2.1.1.163
default-0_rep_c5163|m.4552	Inositol phosphate metabolism	00562	5.5.1.4
default-0_rep_c5163|m.4552	Streptomycin biosynthesis	00521	5.5.1.4
default-0_c24544|m.18881	Glyoxylate and dicarboxylate metabolism	00630	1.11.1.6
default-0_c24544|m.18881	Tryptophan metabolism	00380	1.11.1.6
default-0_rep_c24436|m.18805	Purine metabolism	00230	2.7.1.20
default-0_dn_rep_c17077|m.13639	Glyoxylate and dicarboxylate metabolism	00630	4.1.1.39
default-0_dn_rep_c17077|m.13639	Carbon fixation in photosynthetic organisms	00710	4.1.1.39
default-0_rep_c24436|m.18806	Purine metabolism	00230	2.7.1.20
default-0_rep_c23658|m.18257	Cysteine and methionine metabolism	00270	2.5.1.6
default-0_rep_c23658|m.18256	Cysteine and methionine metabolism	00270	2.5.1.6
default-0_c1587|m.1370	D-Alanine metabolism	00473	5.1.1.1
default-0_c14715|m.11918	Glycine, serine and threonine metabolism	00260	3.1.3.3
default-0_c14715|m.11918	Methane metabolism	00680	3.1.3.3
default-0_rep_c6415|m.5570	Propanoate metabolism	00640	6.2.1.5
default-0_rep_c6415|m.5570	C5-Branched dibasic acid metabolism	00660	6.2.1.5
default-0_rep_c6415|m.5570	Citrate cycle (TCA cycle)	00020	6.2.1.5
default-0_rep_c6415|m.5570	Carbon fixation pathways in prokaryotes	00720	6.2.1.5
default-0_rep_c6415|m.5571	Propanoate metabolism	00640	6.2.1.5
default-0_rep_c6415|m.5571	C5-Branched dibasic acid metabolism	00660	6.2.1.5
default-0_rep_c6415|m.5571	Citrate cycle (TCA cycle)	00020	6.2.1.5
default-0_rep_c6415|m.5571	Carbon fixation pathways in prokaryotes	00720	6.2.1.5
default-0_rep_c3991|m.3503	Citrate cycle (TCA cycle)	00020	1.1.1.42
default-0_rep_c3991|m.3503	Carbon fixation pathways in prokaryotes	00720	1.1.1.42
default-0_rep_c3991|m.3503	Glutathione metabolism	00480	1.1.1.42
default-0_rep_c59017|m.40480	Methane metabolism	00680	4.2.1.11
default-0_rep_c59017|m.40480	Glycolysis / Gluconeogenesis	00010	4.2.1.11
default-0_rep_c12128|m.10019	Aminoacyl-tRNA biosynthesis	00970	6.1.1.2
default-0_rep_c85498|m.56796	Amino sugar and nucleotide sugar metabolism	00520	3.2.1.14
default-0_rep_c44132|m.30514	Cyanoamino acid metabolism	00460	2.1.2.1
default-0_rep_c44132|m.30514	Glyoxylate and dicarboxylate metabolism	00630	2.1.2.1
default-0_rep_c44132|m.30514	Glycine, serine and threonine metabolism	00260	2.1.2.1
default-0_rep_c44132|m.30514	Methane metabolism	00680	2.1.2.1
default-0_rep_c44132|m.30514	One carbon pool by folate	00670	2.1.2.1
default-0_rep_c95754|m.61502	Pentose phosphate pathway	00030	4.1.2.13
default-0_rep_c95754|m.61502	Carbon fixation in photosynthetic organisms	00710	4.1.2.13
default-0_rep_c95754|m.61502	Glycolysis / Gluconeogenesis	00010	4.1.2.13
default-0_rep_c95754|m.61502	Fructose and mannose metabolism	00051	4.1.2.13
default-0_rep_c95754|m.61502	Methane metabolism	00680	4.1.2.13
default-0_rep_c10430|m.8749	Fatty acid degradation	00071	1.3.3.6
default-0_rep_c10430|m.8749	alpha-Linolenic acid metabolism	00592	1.3.3.6
default-0_rep_c82|m.102	Photosynthesis	00195	1.10.9.1
default-0_c108771|m.67451	Lipoic acid metabolism	00785	2.8.1.8
default-0_rep_c62885|m.42889	Cysteine and methionine metabolism	00270	4.1.1.50
default-0_rep_c62885|m.42889	Arginine and proline metabolism	00330	4.1.1.50
default-0_rep_c107722|m.66773	Ascorbate and aldarate metabolism	00053	1.13.99.1
default-0_rep_c107722|m.66773	Inositol phosphate metabolism	00562	1.13.99.1
default-0_rep_c15606|m.12575	Phenylalanine metabolism	00360	4.3.1.24
default-0_rep_c15606|m.12575	Phenylpropanoid biosynthesis	00940	4.3.1.24
default-0_c73230|m.49179	Folate biosynthesis	00790	3.5.4.16
default-0_c84570|m.56308	Lysine biosynthesis	00300	1.17.1.8
default-0_c84570|m.56308	Monobactam biosynthesis	00261	1.17.1.8
default-0_c12521|m.10300	Styrene degradation	00643	3.7.1.2
default-0_c12521|m.10300	Tyrosine metabolism	00350	3.7.1.2
default-0_rep_c73941|m.49732	Fatty acid elongation	00062	2.3.1.199
default-0_rep_c73941|m.49732	Fatty acid biosynthesis	00061	2.3.1.180
default-0_rep_c94060|m.60702	Cysteine and methionine metabolism	00270	3.3.1.1
default-0_rep_c83819|m.55914	Aminoacyl-tRNA biosynthesis	00970	6.3.5.7
default-0_rep_c9481|m.8012	Carbon fixation pathways in prokaryotes	00720	4.1.1.31
default-0_rep_c9481|m.8012	Pyruvate metabolism	00620	4.1.1.31
default-0_rep_c9481|m.8012	Methane metabolism	00680	4.1.1.31
default-0_rep_c9481|m.8012	Carbon fixation in photosynthetic organisms	00710	4.1.1.31
default-0_rep_c64506|m.43837	Cysteine and methionine metabolism	00270	4.1.1.50
default-0_rep_c64506|m.43837	Arginine and proline metabolism	00330	4.1.1.50
default-0_rep_c109520|m.67916	Sphingolipid metabolism	00600	3.2.1.23
default-0_rep_c109520|m.67916	Galactose metabolism	00052	3.2.1.23
default-0_rep_c109520|m.67916	Glycosaminoglycan degradation	00531	3.2.1.23
default-0_rep_c109520|m.67916	Glycosphingolipid biosynthesis - ganglio series	00604	3.2.1.23
default-0_rep_c109520|m.67916	Other glycan degradation	00511	3.2.1.23
default-0_rep_c74746|m.50341	Fructose and mannose metabolism	00051	3.1.3.11
default-0_rep_c74746|m.50341	Pentose phosphate pathway	00030	3.1.3.11
default-0_rep_c74746|m.50341	Glycolysis / Gluconeogenesis	00010	3.1.3.11
default-0_rep_c74746|m.50341	Methane metabolism	00680	3.1.3.11
default-0_rep_c74746|m.50341	Carbon fixation in photosynthetic organisms	00710	3.1.3.11
default-0_rep_c65743|m.44551	Carbon fixation in photosynthetic organisms	00710	5.3.1.1
default-0_rep_c65743|m.44551	Inositol phosphate metabolism	00562	5.3.1.1
default-0_rep_c65743|m.44551	Fructose and mannose metabolism	00051	5.3.1.1
default-0_rep_c65743|m.44551	Glycolysis / Gluconeogenesis	00010	5.3.1.1
default-0_rep_c30528|m.22588	Phenylpropanoid biosynthesis	00940	1.11.1.7
default-0_c79107|m.53205	Glycerophospholipid metabolism	00564	1.1.1.94
default-0_c42047|m.28905	Nicotinate and nicotinamide metabolism	00760	2.7.7.18
default-0_rep_c47489|m.32909	Pyrimidine metabolism	00240	2.7.7.6
default-0_rep_c47489|m.32909	Purine metabolism	00230	2.7.7.6
default-0_c25176|m.19296	Cysteine and methionine metabolism	00270	5.3.1.23
default-0_rep_c108497|m.67277	Pyrimidine metabolism	00240	6.3.4.2
default-0_rep_c1153|m.1024	Various types of N-glycan biosynthesis	00513	2.4.99.18
default-0_rep_c1153|m.1024	N-Glycan biosynthesis	00510	2.4.99.18
default-0_rep_c62688|m.42752	Pantothenate and CoA biosynthesis	00770	2.7.1.33
default-0_rep_c43538|m.30027	Glutathione metabolism	00480	1.1.1.44
default-0_rep_c43538|m.30027	Pentose phosphate pathway	00030	1.1.1.44
default-0_c106901|m.66194	Purine metabolism	00230	2.7.1.40
default-0_c106901|m.66194	Glycolysis / Gluconeogenesis	00010	2.7.1.40
default-0_c106901|m.66194	Pyruvate metabolism	00620	2.7.1.40
default-0_rep_c49221|m.34102	Fatty acid degradation	00071	1.3.3.6
default-0_rep_c49221|m.34102	alpha-Linolenic acid metabolism	00592	1.3.3.6
default-0_rep_c109006|m.67610	Cyanoamino acid metabolism	00460	2.1.2.1
default-0_rep_c109006|m.67610	Glyoxylate and dicarboxylate metabolism	00630	2.1.2.1
default-0_rep_c109006|m.67610	Glycine, serine and threonine metabolism	00260	2.1.2.1
default-0_rep_c109006|m.67610	Methane metabolism	00680	2.1.2.1
default-0_rep_c109006|m.67610	One carbon pool by folate	00670	2.1.2.1
default-0_rep_c39925|m.27688	Terpenoid backbone biosynthesis	00900	1.17.1.2
default-0_rep_c98238|m.62461	Glutathione metabolism	00480	1.1.1.44
default-0_rep_c98238|m.62461	Pentose phosphate pathway	00030	1.1.1.44
default-0_rep_c104689|m.65128	Cysteine and methionine metabolism	00270	3.3.1.1
default-0_rep_c57715|m.39647	Purine metabolism	00230	2.7.1.40
default-0_rep_c57715|m.39647	Glycolysis / Gluconeogenesis	00010	2.7.1.40
default-0_rep_c57715|m.39647	Pyruvate metabolism	00620	2.7.1.40
default-0_c17396|m.13854	Fructose and mannose metabolism	00051	5.3.1.5
default-0_c17396|m.13854	Pentose and glucuronate interconversions	00040	5.3.1.5
default-0_c38808|m.27038	Starch and sucrose metabolism	00500	3.2.1.26
default-0_c38808|m.27038	Galactose metabolism	00052	3.2.1.26
default-0_rep_c20868|m.16394	Fructose and mannose metabolism	00051	5.3.1.6
default-0_rep_c20868|m.16394	Pentose phosphate pathway	00030	5.3.1.6
default-0_rep_c20868|m.16394	Carbon fixation in photosynthetic organisms	00710	5.3.1.6
default-0_rep_c9670|m.8149	Glycolysis / Gluconeogenesis	00010	2.7.1.11
default-0_rep_c9670|m.8149	Galactose metabolism	00052	2.7.1.11
default-0_rep_c9670|m.8149	Fructose and mannose metabolism	00051	2.7.1.11
default-0_rep_c9670|m.8149	Pentose phosphate pathway	00030	2.7.1.11
default-0_rep_c9670|m.8149	Methane metabolism	00680	2.7.1.11
default-0_rep_c42|m.46	Nitrogen metabolism	00910	6.3.1.2
default-0_rep_c42|m.46	Glyoxylate and dicarboxylate metabolism	00630	6.3.1.2
default-0_rep_c42|m.46	Arginine biosynthesis	00220	6.3.1.2
default-0_rep_c42|m.46	Alanine, aspartate and glutamate metabolism	00250	6.3.1.2
default-0_rep_c52759|m.36246	Glyoxylate and dicarboxylate metabolism	00630	1.1.1.37
default-0_rep_c52759|m.36246	Methane metabolism	00680	1.1.1.37
default-0_rep_c52759|m.36246	Carbon fixation pathways in prokaryotes	00720	1.1.1.37
default-0_rep_c52759|m.36246	Carbon fixation in photosynthetic organisms	00710	1.1.1.37
default-0_rep_c52759|m.36246	Pyruvate metabolism	00620	1.1.1.37
default-0_rep_c52759|m.36246	Cysteine and methionine metabolism	00270	1.1.1.37
default-0_rep_c52759|m.36246	Citrate cycle (TCA cycle)	00020	1.1.1.37
default-0_c104446|m.65002	Nicotinate and nicotinamide metabolism	00760	6.3.4.21
default-0_c19400|m.15325	Purine metabolism	00230	3.1.3.5
default-0_c19400|m.15325	Nicotinate and nicotinamide metabolism	00760	3.1.3.5
default-0_c19400|m.15325	Pyrimidine metabolism	00240	3.1.3.5
default-0_rep_c18258|m.14477	Pyrimidine metabolism	00240	2.7.7.6
default-0_rep_c18258|m.14477	Purine metabolism	00230	2.7.7.6
default-0_c71104|m.47359	Phenylalanine, tyrosine and tryptophan biosynthesis	00400	4.1.3.27
default-0_rep_c53562|m.36794	Aminoacyl-tRNA biosynthesis	00970	6.1.1.15
default-0_rep_c103633|m.64635	Pantothenate and CoA biosynthesis	00770	1.1.1.86
default-0_rep_c103633|m.64635	Valine, leucine and isoleucine biosynthesis	00290	1.1.1.86
default-0_rep_c36842|m.25928	Cysteine and methionine metabolism	00270	2.1.1.14
default-0_rep_c36842|m.25928	Selenocompound metabolism	00450	2.1.1.14
default-0_c6394|m.5552	Terpenoid backbone biosynthesis	00900	2.2.1.7
default-0_c6394|m.5552	Thiamine metabolism	00730	2.2.1.7
default-0_c40649|m.28080	Amino sugar and nucleotide sugar metabolism	00520	3.5.99.6
default-0_c40649|m.28080	Pentose phosphate pathway	00030	3.1.1.31
default-0_c15404|m.12416	Starch and sucrose metabolism	00500	2.4.1.1
default-0_rep_c6963|m.6022	Carbon fixation pathways in prokaryotes	00720	1.3.5.1
default-0_rep_c6963|m.6022	Oxidative phosphorylation	00190	1.3.5.1
default-0_rep_c6963|m.6022	Citrate cycle (TCA cycle)	00020	1.3.5.1
default-0_rep_c6963|m.6022	Butanoate metabolism	00650	1.3.5.1
default-0_c12592|m.10351	Purine metabolism	00230	3.1.3.5
default-0_c12592|m.10351	Nicotinate and nicotinamide metabolism	00760	3.1.3.5
default-0_c12592|m.10351	Pyrimidine metabolism	00240	3.1.3.5
default-0_rep_c78288|m.52664	Arginine and proline metabolism	00330	2.6.1.13
default-0_rep_c7563|m.6504	Pyrimidine metabolism	00240	2.7.7.6
default-0_rep_c7563|m.6504	Purine metabolism	00230	2.7.7.6
default-0_rep_c24283|m.18704	Aminoacyl-tRNA biosynthesis	00970	6.1.1.7
default-0_rep_c54940|m.37730	Purine metabolism	00230	3.5.3.26
default-0_c73842|m.49661	Pentose and glucuronate interconversions	00040	5.1.3.1
default-0_c73842|m.49661	Pentose phosphate pathway	00030	5.1.3.1
default-0_c73842|m.49661	Carbon fixation in photosynthetic organisms	00710	5.1.3.1
default-0_c16298|m.13083	Amino sugar and nucleotide sugar metabolism	00520	2.7.7.27
default-0_c16298|m.13083	Starch and sucrose metabolism	00500	2.7.7.27
default-0_rep_c1354|m.1188	Glycerolipid metabolism	00561	2.7.1.107
default-0_rep_c1354|m.1188	Glycerophospholipid metabolism	00564	2.7.1.107
default-0_c109740|m.68042	Cyanoamino acid metabolism	00460	2.1.2.1
default-0_c109740|m.68042	Glyoxylate and dicarboxylate metabolism	00630	2.1.2.1
default-0_c109740|m.68042	Glycine, serine and threonine metabolism	00260	2.1.2.1
default-0_c109740|m.68042	Methane metabolism	00680	2.1.2.1
default-0_c109740|m.68042	One carbon pool by folate	00670	2.1.2.1
default-0_rep_c61319|m.41933	Terpenoid backbone biosynthesis	00900	5.3.3.2
default-0_rep_c29529|m.21975	Oxidative phosphorylation	00190	3.6.1.1
default-0_rep_c113174|m.69760	Amino sugar and nucleotide sugar metabolism	00520	3.2.1.14
default-0_rep_c27555|m.20807	Pentose phosphate pathway	00030	4.1.2.13
default-0_rep_c27555|m.20807	Carbon fixation in photosynthetic organisms	00710	4.1.2.13
default-0_rep_c27555|m.20807	Glycolysis / Gluconeogenesis	00010	4.1.2.13
default-0_rep_c27555|m.20807	Fructose and mannose metabolism	00051	4.1.2.13
default-0_rep_c27555|m.20807	Methane metabolism	00680	4.1.2.13
default-0_c44895|m.31097	Phenylalanine metabolism	00360	4.3.1.24
default-0_c44895|m.31097	Phenylpropanoid biosynthesis	00940	4.3.1.24
default-0_rep_c56747|m.39014	Phenylalanine, tyrosine and tryptophan biosynthesis	00400	2.5.1.54
default-0_c82743|m.55308	Pentose and glucuronate interconversions	00040	4.2.2.2
default-0_rep_c86213|m.57179	Amino sugar and nucleotide sugar metabolism	00520	3.2.1.14
default-0_c21416|m.16765	Phenylalanine, tyrosine and tryptophan biosynthesis	00400	5.3.1.24
default-0_rep_c8825|m.7482	Valine, leucine and isoleucine biosynthesis	00290	4.2.1.33
default-0_rep_c116943|m.71800	Purine metabolism	00230	2.7.4.3
default-0_rep_c854|m.795	Pentose and glucuronate interconversions	00040	4.2.2.2
default-0_rep_c65624|m.44483	Photosynthesis	00195	3.6.3.14
default-0_rep_c65624|m.44483	Oxidative phosphorylation	00190	3.6.3.14
default-0_c107106|m.66329	Phenylpropanoid biosynthesis	00940	1.11.1.7
default-0_rep_c52349|m.36018	Sphingolipid metabolism	00600	3.2.1.23
default-0_rep_c52349|m.36018	Galactose metabolism	00052	3.2.1.23
default-0_rep_c52349|m.36018	Glycosaminoglycan degradation	00531	3.2.1.23
default-0_rep_c52349|m.36018	Glycosphingolipid biosynthesis - ganglio series	00604	3.2.1.23
default-0_rep_c52349|m.36018	Other glycan degradation	00511	3.2.1.23
default-0_rep_c107905|m.66895	Oxidative phosphorylation	00190	1.6.99.3
default-0_rep_c107905|m.66895	Oxidative phosphorylation	00190	1.6.5.3
default-0_rep_c105530|m.65495	Purine metabolism	00230	3.5.3.26
default-0_rep_c26438|m.20148	Pyruvate metabolism	00620	4.4.1.5
default-0_c55788|m.38377	Glycolysis / Gluconeogenesis	00010	5.1.3.3
default-0_c55788|m.38377	Galactose metabolism	00052	5.1.3.3
default-0_rep_c44855|m.31069	Purine metabolism	00230	2.7.4.6
default-0_rep_c44855|m.31069	Pyrimidine metabolism	00240	2.7.4.6
default-0_rep_c20258|m.16000	Pantothenate and CoA biosynthesis	00770	2.7.1.33
default-0_rep_c22876|m.17729	Cysteine and methionine metabolism	00270	1.1.1.27
default-0_rep_c22876|m.17729	Glycolysis / Gluconeogenesis	00010	1.1.1.27
default-0_rep_c22876|m.17729	Pyruvate metabolism	00620	1.1.1.27
default-0_rep_c22876|m.17729	Propanoate metabolism	00640	1.1.1.27
default-0_rep_c103188|m.64465	Methane metabolism	00680	4.2.1.11
default-0_rep_c103188|m.64465	Glycolysis / Gluconeogenesis	00010	4.2.1.11
default-0_c76066|m.51227	Isoquinoline alkaloid biosynthesis	00950	1.4.3.21
default-0_c76066|m.51227	Tyrosine metabolism	00350	1.4.3.21
default-0_c76066|m.51227	Tropane, piperidine and pyridine alkaloid biosynthesis	00960	1.4.3.21
default-0_c76066|m.51227	Glycine, serine and threonine metabolism	00260	1.4.3.21
default-0_c76066|m.51227	Phenylalanine metabolism	00360	1.4.3.21
default-0_c76066|m.51227	beta-Alanine metabolism	00410	1.4.3.21
default-0_c87608|m.57925	Starch and sucrose metabolism	00500	2.4.1.34
default-0_rep_c60|m.77	Ubiquinone and other terpenoid-quinone biosynthesis	00130	1.6.5.2
default-0_c14348|m.11651	Nitrogen metabolism	00910	4.2.1.1
default-0_c109991|m.68179	Glycosphingolipid biosynthesis - ganglio series	00604	3.2.1.52
default-0_c109991|m.68179	Amino sugar and nucleotide sugar metabolism	00520	3.2.1.52
default-0_c109991|m.68179	Other glycan degradation	00511	3.2.1.52
default-0_c109991|m.68179	Glycosphingolipid biosynthesis - globo series	00603	3.2.1.52
default-0_c109991|m.68179	Various types of N-glycan biosynthesis	00513	3.2.1.52
default-0_c109991|m.68179	Glycosaminoglycan degradation	00531	3.2.1.52
default-0_rep_c24364|m.18760	Glycine, serine and threonine metabolism	00260	1.4.4.2
default-0_rep_c42766|m.29371	alpha-Linolenic acid metabolism	00592	5.3.99.6
default-0_rep_c14299|m.11620	Glycerophospholipid metabolism	00564	3.1.4.4
default-0_rep_c14299|m.11620	Ether lipid metabolism	00565	3.1.4.4
default-0_rep_c77786|m.52330	Nitrogen metabolism	00910	4.2.1.104
default-0_rep_c41769|m.28745	Phenylpropanoid biosynthesis	00940	1.11.1.7
default-0_rep_c92481|m.60011	Glutathione metabolism	00480	1.11.1.15
default-0_rep_c6891|m.5968	Pyrimidine metabolism	00240	2.7.7.6
default-0_rep_c6891|m.5968	Purine metabolism	00230	2.7.7.6
default-0_rep_c4271|m.3757	Pentose phosphate pathway	00030	4.1.2.13
default-0_rep_c4271|m.3757	Carbon fixation in photosynthetic organisms	00710	4.1.2.13
default-0_rep_c4271|m.3757	Glycolysis / Gluconeogenesis	00010	4.1.2.13
default-0_rep_c4271|m.3757	Fructose and mannose metabolism	00051	4.1.2.13
default-0_rep_c4271|m.3757	Methane metabolism	00680	4.1.2.13
default-0_c84092|m.56062	Glycerophospholipid metabolism	00564	2.7.7.41
default-0_rep_c19221|m.15193	Glycolysis / Gluconeogenesis	00010	2.7.1.11
default-0_rep_c19221|m.15193	Galactose metabolism	00052	2.7.1.11
default-0_rep_c19221|m.15193	Fructose and mannose metabolism	00051	2.7.1.11
default-0_rep_c19221|m.15193	Pentose phosphate pathway	00030	2.7.1.11
default-0_rep_c19221|m.15193	Methane metabolism	00680	2.7.1.11
default-0_rep_c49242|m.34120	Cysteine and methionine metabolism	00270	2.5.1.6
default-0_rep_c45228|m.31352	Phenylpropanoid biosynthesis	00940	1.11.1.7
default-0_rep_c1787|m.1536	Pyrimidine metabolism	00240	2.7.7.7
default-0_rep_c1787|m.1536	Purine metabolism	00230	2.7.7.7
default-0_rep_c92981|m.60217	Cysteine and methionine metabolism	00270	2.1.1.14
default-0_rep_c92981|m.60217	Selenocompound metabolism	00450	2.1.1.14
default-0_rep_c1992|m.1725	Carbon fixation in photosynthetic organisms	00710	5.3.1.1
default-0_rep_c1992|m.1725	Inositol phosphate metabolism	00562	5.3.1.1
default-0_rep_c1992|m.1725	Fructose and mannose metabolism	00051	5.3.1.1
default-0_rep_c1992|m.1725	Glycolysis / Gluconeogenesis	00010	5.3.1.1
default-0_rep_c92608|m.60057	Pantothenate and CoA biosynthesis	00770	1.1.1.86
default-0_rep_c92608|m.60057	Valine, leucine and isoleucine biosynthesis	00290	1.1.1.86
default-0_rep_c5748|m.5005	Starch and sucrose metabolism	00500	3.1.1.11
default-0_rep_c5748|m.5005	Pentose and glucuronate interconversions	00040	3.1.1.11
default-0_c1432|m.1245	Ascorbate and aldarate metabolism	00053	1.13.99.1
default-0_c1432|m.1245	Inositol phosphate metabolism	00562	1.13.99.1
default-0_rep_c87913|m.58068	Flavonoid biosynthesis	00941	2.3.1.74
default-0_dn_rep_c66227|m.44830	Carbon fixation in photosynthetic organisms	00710	5.3.1.1
default-0_dn_rep_c66227|m.44830	Inositol phosphate metabolism	00562	5.3.1.1
default-0_dn_rep_c66227|m.44830	Fructose and mannose metabolism	00051	5.3.1.1
default-0_dn_rep_c66227|m.44830	Glycolysis / Gluconeogenesis	00010	5.3.1.1
default-0_rep_c32720|m.23741	Pyrimidine metabolism	00240	2.7.7.6
default-0_rep_c32720|m.23741	Purine metabolism	00230	2.7.7.6
default-0_c46867|m.32481	Glycine, serine and threonine metabolism	00260	1.1.1.3
default-0_c46867|m.32481	Cysteine and methionine metabolism	00270	1.1.1.3
default-0_c46867|m.32481	Lysine biosynthesis	00300	1.1.1.3
default-0_rep_c22151|m.17266	Glycolysis / Gluconeogenesis	00010	2.7.1.11
default-0_rep_c22151|m.17266	Galactose metabolism	00052	2.7.1.11
default-0_rep_c22151|m.17266	Fructose and mannose metabolism	00051	2.7.1.11
default-0_rep_c22151|m.17266	Pentose phosphate pathway	00030	2.7.1.11
default-0_rep_c22151|m.17266	Methane metabolism	00680	2.7.1.11
default-0_rep_c57682|m.39628	Photosynthesis	00195	3.6.3.14
default-0_rep_c57682|m.39628	Oxidative phosphorylation	00190	3.6.3.14
default-0_rep_c27821|m.20957	Pyrimidine metabolism	00240	2.7.7.7
default-0_rep_c27821|m.20957	Purine metabolism	00230	2.7.7.7
default-0_rep_c7880|m.6753	Carbon fixation pathways in prokaryotes	00720	4.1.1.31
default-0_rep_c7880|m.6753	Pyruvate metabolism	00620	4.1.1.31
default-0_rep_c7880|m.6753	Methane metabolism	00680	4.1.1.31
default-0_rep_c7880|m.6753	Carbon fixation in photosynthetic organisms	00710	4.1.1.31
default-0_rep_c22672|m.17611	Starch and sucrose metabolism	00500	3.2.1.39
default-0_rep_c28662|m.21434	Pyrimidine metabolism	00240	2.7.7.6
default-0_rep_c28662|m.21434	Purine metabolism	00230	2.7.7.6
default-0_c42070|m.28925	Arginine biosynthesis	00220	4.3.2.1
default-0_c42070|m.28925	Alanine, aspartate and glutamate metabolism	00250	4.3.2.1
default-0_rep_c18137|m.14391	Carbon fixation pathways in prokaryotes	00720	1.3.5.1
default-0_rep_c18137|m.14391	Oxidative phosphorylation	00190	1.3.5.1
default-0_rep_c18137|m.14391	Citrate cycle (TCA cycle)	00020	1.3.5.1
default-0_rep_c18137|m.14391	Butanoate metabolism	00650	1.3.5.1
default-0_rep_c87947|m.58084	Glyoxylate and dicarboxylate metabolism	00630	4.1.1.39
default-0_rep_c87947|m.58084	Carbon fixation in photosynthetic organisms	00710	4.1.1.39
default-0_rep_c77604|m.52230	Ascorbate and aldarate metabolism	00053	1.13.99.1
default-0_rep_c77604|m.52230	Inositol phosphate metabolism	00562	1.13.99.1
default-0_rep_c45034|m.31203	Glyoxylate and dicarboxylate metabolism	00630	1.1.1.37
default-0_rep_c45034|m.31203	Methane metabolism	00680	1.1.1.37
default-0_rep_c45034|m.31203	Carbon fixation pathways in prokaryotes	00720	1.1.1.37
default-0_rep_c45034|m.31203	Carbon fixation in photosynthetic organisms	00710	1.1.1.37
default-0_rep_c45034|m.31203	Pyruvate metabolism	00620	1.1.1.37
default-0_rep_c45034|m.31203	Cysteine and methionine metabolism	00270	1.1.1.37
default-0_rep_c45034|m.31203	Citrate cycle (TCA cycle)	00020	1.1.1.37
default-0_rep_c3959|m.3472	Styrene degradation	00643	3.7.1.2
default-0_rep_c3959|m.3472	Tyrosine metabolism	00350	3.7.1.2
default-0_c37910|m.26522	Oxidative phosphorylation	00190	3.6.1.1
default-0_rep_c102769|m.64296	Cysteine and methionine metabolism	00270	4.1.1.50
default-0_rep_c102769|m.64296	Arginine and proline metabolism	00330	4.1.1.50
default-0_c112164|m.69237	Glycerolipid metabolism	00561	2.3.1.20
default-0_c112164|m.69237	Cutin, suberine and wax biosynthesis	00073	2.3.1.20
default-0_rep_c5214|m.4592	Valine, leucine and isoleucine biosynthesis	00290	4.2.1.33
