#gene_id	#GO_term	#Description
default-0_c99041|m.62776	GO:0005515	protein binding
default-0_c33390|m.24086	GO:0016491	oxidoreductase activity
default-0_c113178|m.69766	GO:0003743	translation initiation factor activity
default-0_rep_c43302|m.29819	GO:0004871	signal transducer activity
default-0_c20703|m.16292	GO:0004713	protein tyrosine kinase activity
default-0_c20703|m.16292	GO:0005524	ATP binding
default-0_c20703|m.16292	GO:0004672	protein kinase activity
default-0_c21997|m.17162	GO:0008168	methyltransferase activity
default-0_c31229|m.22939	GO:0022857	transmembrane transporter activity
default-0_c85710|m.56908	GO:0047262	polygalacturonate 4-alpha-galacturonosyltransferase activity
default-0_rep_c61887|m.42288	GO:0005215	transporter activity
default-0_dn_rep_c10134|m.8519	GO:0016810	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds
default-0_rep_c114784|m.70702	GO:0046982	protein heterodimerization activity
default-0_rep_c114784|m.70702	GO:0003677	DNA binding
default-0_rep_c48261|m.33435	GO:0003723	RNA binding
default-0_rep_c48261|m.33435	GO:0003746	translation elongation factor activity
default-0_rep_c48261|m.33435	GO:0043022	ribosome binding
default-0_rep_c60565|m.41488	GO:0004601	peroxidase activity
default-0_rep_c60565|m.41488	GO:0020037	heme binding
default-0_c20315|m.16049	GO:0005515	protein binding
default-0_rep_c34132|m.24466	GO:0046982	protein heterodimerization activity
default-0_rep_c34132|m.24466	GO:0003677	DNA binding
default-0_rep_c101614|m.63818	GO:0004743	pyruvate kinase activity
default-0_rep_c101614|m.63818	GO:0000287	magnesium ion binding
default-0_rep_c101614|m.63818	GO:0030955	potassium ion binding
default-0_rep_c82225|m.55036	GO:0005524	ATP binding
default-0_rep_c42836|m.29432	GO:0004579	dolichyl-diphosphooligosaccharide-protein glycotransferase activity
default-0_c76381|m.51435	GO:0005515	protein binding
default-0_rep_c25486|m.19526	GO:0004356	glutamate-ammonia ligase activity
default-0_rep_c25486|m.19526	GO:0003824	catalytic activity
default-0_rep_c60374|m.41356	GO:0003735	structural constituent of ribosome
default-0_rep_c69812|m.46552	GO:0046982	protein heterodimerization activity
default-0_rep_c69812|m.46552	GO:0003677	DNA binding
default-0_rep_c16708|m.13388	GO:0016787	hydrolase activity
default-0_rep_c65718|m.44536	GO:0008168	methyltransferase activity
default-0_rep_c64083|m.43571	GO:0003735	structural constituent of ribosome
default-0_rep_c64083|m.43571	GO:0003723	RNA binding
default-0_rep_c14493|m.11754	GO:0003824	catalytic activity
default-0_rep_c14493|m.11754	GO:0004332	fructose-bisphosphate aldolase activity
default-0_rep_c27522|m.20786	GO:0003824	catalytic activity
default-0_rep_c27522|m.20786	GO:0016740	transferase activity
default-0_rep_c69902|m.46592	GO:0005515	protein binding
default-0_rep_c4553|m.4028	GO:0008270	zinc ion binding
default-0_rep_c4553|m.4028	GO:0003677	DNA binding
default-0_rep_c87137|m.57670	GO:0003735	structural constituent of ribosome
default-0_c71844|m.48049	GO:0043565	sequence-specific DNA binding
default-0_c71844|m.48049	GO:0003677	DNA binding
default-0_rep_c30103|m.22338	GO:0003735	structural constituent of ribosome
default-0_c1263|m.1107	GO:0016615	malate dehydrogenase activity
default-0_c1263|m.1107	GO:0016616	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor
default-0_c1263|m.1107	GO:0046554	malate dehydrogenase (NADP+) activity
default-0_c1263|m.1107	GO:0003824	catalytic activity
default-0_c1263|m.1107	GO:0016491	oxidoreductase activity
default-0_rep_c61715|m.42186	GO:0003824	catalytic activity
default-0_rep_c61715|m.42186	GO:0030246	carbohydrate binding
default-0_c15843|m.12755	GO:0004713	protein tyrosine kinase activity
default-0_c15843|m.12755	GO:0005524	ATP binding
default-0_c15843|m.12755	GO:0004672	protein kinase activity
default-0_c26531|m.20212	GO:0051082	unfolded protein binding
default-0_c26531|m.20212	GO:0005524	ATP binding
default-0_c104903|m.65227	GO:0042626	ATPase activity, coupled to transmembrane movement of substances
default-0_c104903|m.65227	GO:0005524	ATP binding
default-0_rep_c14617|m.11849	GO:0008270	zinc ion binding
default-0_rep_c14617|m.11849	GO:0005515	protein binding
default-0_rep_c19937|m.15761	GO:0003677	DNA binding
default-0_rep_c67731|m.45625	GO:0005515	protein binding
default-0_rep_c44744|m.30975	GO:0008289	lipid binding
default-0_c10975|m.9158	GO:0008236	serine-type peptidase activity
default-0_c26440|m.20149	GO:0008270	zinc ion binding
default-0_c26440|m.20149	GO:0005515	protein binding
default-0_rep_c116105|m.71373	GO:0004298	threonine-type endopeptidase activity
default-0_rep_c469|m.502	GO:0016168	chlorophyll binding
default-0_rep_c83596|m.55799	GO:0008270	zinc ion binding
default-0_rep_c83596|m.55799	GO:0003676	nucleic acid binding
default-0_rep_c63314|m.43140	GO:0008137	NADH dehydrogenase (ubiquinone) activity
default-0_rep_c63314|m.43140	GO:0016651	oxidoreductase activity, acting on NAD(P)H
default-0_rep_c19382|m.15314	GO:0051087	chaperone binding
default-0_rep_c19382|m.15314	GO:0001671	ATPase activator activity
default-0_c109182|m.67720	GO:0004222	metalloendopeptidase activity
default-0_c109182|m.67720	GO:0005524	ATP binding
default-0_c80497|m.54076	GO:0004812	aminoacyl-tRNA ligase activity
default-0_c80497|m.54076	GO:0000166	nucleotide binding
default-0_c80497|m.54076	GO:0005524	ATP binding
default-0_c80497|m.54076	GO:0016876	ligase activity, forming aminoacyl-tRNA and related compounds
default-0_rep_c69437|m.46358	GO:0020037	heme binding
default-0_rep_c69437|m.46358	GO:0009055	electron carrier activity
default-0_rep_c368|m.405	GO:0008270	zinc ion binding
default-0_rep_c368|m.405	GO:0016491	oxidoreductase activity
default-0_rep_c13290|m.10857	GO:0003735	structural constituent of ribosome
default-0_rep_c13290|m.10857	GO:0019843	rRNA binding
default-0_rep_c43909|m.30327	GO:0005524	ATP binding
default-0_c76484|m.51510	GO:0016758	transferase activity, transferring hexosyl groups
default-0_rep_c19928|m.15754	GO:0003677	DNA binding
default-0_c25651|m.19640	GO:0003676	nucleic acid binding
default-0_rep_c3326|m.2917	GO:0003779	actin binding
default-0_rep_c3326|m.2917	GO:0051015	actin filament binding
default-0_c114114|m.70294	GO:0009045	xylose isomerase activity
default-0_c114114|m.70295	GO:0009045	xylose isomerase activity
default-0_rep_c101628|m.63823	GO:0045131	pre-mRNA branch point binding
default-0_rep_c101628|m.63823	GO:0003723	RNA binding
default-0_rep_c101628|m.63823	GO:0003676	nucleic acid binding
default-0_rep_c101628|m.63823	GO:0000166	nucleotide binding
default-0_rep_c92263|m.59918	GO:0019904	protein domain specific binding
default-0_rep_c14188|m.11541	GO:0004001	adenosine kinase activity
default-0_rep_c66676|m.45086	GO:0003735	structural constituent of ribosome
default-0_c17945|m.14253	GO:0003824	catalytic activity
default-0_rep_c5670|m.4949	GO:0046872	metal ion binding
default-0_rep_c5670|m.4949	GO:0048529	magnesium-protoporphyrin IX monomethyl ester (oxidative) cyclase activity
default-0_rep_c20723|m.16309	GO:0005515	protein binding
default-0_rep_c5680|m.4961	GO:0003735	structural constituent of ribosome
default-0_c14730|m.11927	GO:0070569	uridylyltransferase activity
default-0_rep_c279|m.314	GO:0015078	hydrogen ion transmembrane transporter activity
default-0_rep_c116131|m.71386	GO:0003735	structural constituent of ribosome
default-0_dn_rep_c5388|m.4731	GO:0003735	structural constituent of ribosome
default-0_rep_c21437|m.16783	GO:0003676	nucleic acid binding
default-0_rep_c21437|m.16783	GO:0000166	nucleotide binding
default-0_rep_c84081|m.56056	GO:0005093	Rab GDP-dissociation inhibitor activity
default-0_rep_c36995|m.26004	GO:0003735	structural constituent of ribosome
default-0_rep_c23743|m.18307	GO:0003723	RNA binding
default-0_rep_c23743|m.18307	GO:0003743	translation initiation factor activity
default-0_rep_c10439|m.8754	GO:0004568	chitinase activity
default-0_c13698|m.11186	GO:0003824	catalytic activity
default-0_c13698|m.11186	GO:0010181	FMN binding
default-0_c13698|m.11186	GO:0016491	oxidoreductase activity
default-0_c13698|m.11185	GO:0003824	catalytic activity
default-0_c13698|m.11185	GO:0016491	oxidoreductase activity
default-0_c13698|m.11185	GO:0010181	FMN binding
default-0_c91228|m.59438	GO:0008324	cation transmembrane transporter activity
default-0_rep_c25199|m.19315	GO:0030234	enzyme regulator activity
default-0_rep_c46043|m.31917	GO:0016628	oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor
default-0_rep_c46043|m.31917	GO:0045550	geranylgeranyl reductase activity
default-0_rep_c46043|m.31917	GO:0016491	oxidoreductase activity
default-0_rep_c58240|m.40013	GO:0016209	antioxidant activity
default-0_rep_c58240|m.40013	GO:0016491	oxidoreductase activity
default-0_rep_c64607|m.43895	GO:0005215	transporter activity
default-0_rep_c63672|m.43331	GO:0003723	RNA binding
default-0_rep_c63672|m.43331	GO:0003746	translation elongation factor activity
default-0_rep_c63672|m.43331	GO:0043022	ribosome binding
default-0_rep_c59301|m.40644	GO:0004601	peroxidase activity
default-0_rep_c59301|m.40644	GO:0020037	heme binding
default-0_rep_c29124|m.21719	GO:0016773	phosphotransferase activity, alcohol group as acceptor
default-0_rep_c54043|m.37113	GO:0005509	calcium ion binding
default-0_c23470|m.18134	GO:0008375	acetylglucosaminyltransferase activity
default-0_rep_c100238|m.63224	GO:0003735	structural constituent of ribosome
default-0_rep_c65066|m.44157	GO:0003735	structural constituent of ribosome
default-0_rep_c956|m.869	GO:0016787	hydrolase activity
default-0_rep_c109445|m.67873	GO:0004553	hydrolase activity, hydrolyzing O-glycosyl compounds
default-0_c74008|m.49781	GO:0036459	thiol-dependent ubiquitinyl hydrolase activity
default-0_rep_c40715|m.28128	GO:0003824	catalytic activity
default-0_rep_c40715|m.28128	GO:0030246	carbohydrate binding
default-0_c104667|m.65120	GO:0003700	transcription factor activity, sequence-specific DNA binding
default-0_c104667|m.65120	GO:0043565	sequence-specific DNA binding
default-0_c104667|m.65120	GO:0003677	DNA binding
default-0_rep_c113285|m.69830	GO:0046982	protein heterodimerization activity
default-0_rep_c113285|m.69830	GO:0003677	DNA binding
default-0_rep_c101315|m.63695	GO:0003735	structural constituent of ribosome
default-0_c25308|m.19394	GO:0003677	DNA binding
default-0_rep_c23700|m.18280	GO:0043130	ubiquitin binding
default-0_rep_c73474|m.49379	GO:0008094	DNA-dependent ATPase activity
default-0_rep_c73474|m.49379	GO:0003677	DNA binding
default-0_rep_c73474|m.49379	GO:0003697	single-stranded DNA binding
default-0_rep_c73474|m.49379	GO:0005524	ATP binding
default-0_rep_c110572|m.68491	GO:0003924	GTPase activity
default-0_rep_c110572|m.68491	GO:0005525	GTP binding
default-0_rep_c54888|m.37691	GO:0003735	structural constituent of ribosome
default-0_rep_c44123|m.30503	GO:0005525	GTP binding
default-0_c13465|m.11010	GO:0003723	RNA binding
default-0_c70953|m.47226	GO:0005488	binding
default-0_c70953|m.47226	GO:0005515	protein binding
default-0_rep_c4232|m.3723	GO:0005515	protein binding
default-0_c12693|m.10431	GO:0008270	zinc ion binding
default-0_rep_c30731|m.22712	GO:0005515	protein binding
default-0_rep_c37597|m.26350	GO:0005515	protein binding
default-0_rep_c57303|m.39369	GO:0005509	calcium ion binding
default-0_rep_c20197|m.15956	GO:0005515	protein binding
default-0_rep_c108034|m.66973	GO:0004751	ribose-5-phosphate isomerase activity
default-0_c71359|m.47582	GO:0004857	enzyme inhibitor activity
default-0_c71359|m.47583	GO:0030599	pectinesterase activity
default-0_rep_c31766|m.23206	GO:0004421	hydroxymethylglutaryl-CoA synthase activity
default-0_rep_c31766|m.23206	GO:0003824	catalytic activity
default-0_c95049|m.61167	GO:0005515	protein binding
default-0_dn_rep_c35152|m.24999	GO:0016757	transferase activity, transferring glycosyl groups
default-0_rep_c25973|m.19842	GO:0015035	protein disulfide oxidoreductase activity
default-0_rep_c25973|m.19842	GO:0009055	electron carrier activity
default-0_rep_c29549|m.21991	GO:0003735	structural constituent of ribosome
default-0_rep_c29549|m.21991	GO:0003723	RNA binding
default-0_rep_c56866|m.39091	GO:0004746	riboflavin synthase activity
default-0_rep_c56866|m.39091	GO:0016491	oxidoreductase activity
default-0_rep_c78392|m.52744	GO:0009055	electron carrier activity
default-0_rep_c15122|m.12203	GO:0004553	hydrolase activity, hydrolyzing O-glycosyl compounds
default-0_c104474|m.65020	GO:0022857	transmembrane transporter activity
default-0_rep_c43292|m.29812	GO:0016787	hydrolase activity
default-0_rep_c63875|m.43445	GO:0003723	RNA binding
default-0_rep_c63875|m.43445	GO:0003676	nucleic acid binding
default-0_rep_c44510|m.30810	GO:0005315	inorganic phosphate transmembrane transporter activity
default-0_rep_c105858|m.65620	GO:0003755	peptidyl-prolyl cis-trans isomerase activity
default-0_rep_c66234|m.44838	GO:0046982	protein heterodimerization activity
default-0_rep_c66234|m.44838	GO:0003677	DNA binding
default-0_rep_c57038|m.39213	GO:0003735	structural constituent of ribosome
default-0_rep_c57038|m.39213	GO:0003723	RNA binding
default-0_rep_c42089|m.28937	GO:0003924	GTPase activity
default-0_rep_c42089|m.28937	GO:0005525	GTP binding
default-0_dn_rep_c41263|m.28427	GO:0003735	structural constituent of ribosome
default-0_rep_c7585|m.6522	GO:0003924	GTPase activity
default-0_rep_c7585|m.6522	GO:0005525	GTP binding
default-0_c44258|m.30607	GO:0003677	DNA binding
default-0_rep_c41430|m.28523	GO:0005515	protein binding
default-0_c19903|m.15721	GO:0030145	manganese ion binding
default-0_c19903|m.15721	GO:0045735	nutrient reservoir activity
default-0_dn_rep_c62593|m.42690	GO:0046982	protein heterodimerization activity
default-0_dn_rep_c62593|m.42690	GO:0003677	DNA binding
default-0_rep_c5119|m.4513	GO:0003824	catalytic activity
default-0_rep_c5119|m.4513	GO:0030170	pyridoxal phosphate binding
default-0_rep_c2235|m.1948	GO:0005506	iron ion binding
default-0_rep_c2235|m.1948	GO:0016705	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen
default-0_rep_c2235|m.1948	GO:0020037	heme binding
default-0_rep_c76951|m.51816	GO:0005525	GTP binding
default-0_rep_c133|m.160	GO:0005509	calcium ion binding
default-0_c50360|m.34831	GO:0008270	zinc ion binding
default-0_c50360|m.34831	GO:0005515	protein binding
default-0_c78559|m.52856	GO:0019203	carbohydrate phosphatase activity
default-0_c78559|m.52856	GO:0008138	protein tyrosine/serine/threonine phosphatase activity
default-0_c78559|m.52856	GO:0016791	phosphatase activity
default-0_rep_c3727|m.3267	GO:0005515	protein binding
default-0_rep_c25657|m.19645	GO:0008236	serine-type peptidase activity
default-0_rep_c62801|m.42835	GO:0003735	structural constituent of ribosome
default-0_c85694|m.56900	GO:0016787	hydrolase activity
default-0_rep_c43340|m.29855	GO:0003735	structural constituent of ribosome
default-0_rep_c66159|m.44782	GO:0005215	transporter activity
default-0_c110394|m.68403	GO:0016620	oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor
default-0_c113127|m.69733	GO:0005515	protein binding
default-0_c72345|m.48460	GO:0005515	protein binding
default-0_dn_rep_c1145|m.1012	GO:0003735	structural constituent of ribosome
default-0_c98826|m.62694	GO:0005515	protein binding
default-0_rep_c116268|m.71473	GO:0046872	metal ion binding
default-0_c53695|m.36887	GO:0016844	strictosidine synthase activity
default-0_rep_c296|m.332	GO:0003676	nucleic acid binding
default-0_rep_c296|m.332	GO:0000166	nucleotide binding
default-0_c53695|m.36888	GO:0016844	strictosidine synthase activity
default-0_c79832|m.53677	GO:0005524	ATP binding
default-0_c79832|m.53677	GO:0019205	nucleobase-containing compound kinase activity
default-0_c72790|m.48832	GO:0000166	nucleotide binding
default-0_rep_c2400|m.2112	GO:0003735	structural constituent of ribosome
default-0_rep_c2416|m.2129	GO:0017089	glycolipid transporter activity
default-0_rep_c2416|m.2129	GO:0051861	glycolipid binding
default-0_rep_c4815|m.4249	GO:0003735	structural constituent of ribosome
default-0_rep_c71262|m.47495	GO:0004871	signal transducer activity
default-0_rep_c23179|m.17948	GO:0005515	protein binding
default-0_c37645|m.26369	GO:0031418	L-ascorbic acid binding
default-0_c37645|m.26369	GO:0005506	iron ion binding
default-0_c37645|m.26369	GO:0016705	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen
default-0_c37645|m.26369	GO:0016491	oxidoreductase activity
default-0_c17854|m.14184	GO:0031072	heat shock protein binding
default-0_c17854|m.14184	GO:0051082	unfolded protein binding
default-0_rep_c3539|m.3096	GO:0016788	hydrolase activity, acting on ester bonds
default-0_c107758|m.66792	GO:0004809	tRNA (guanine-N2-)-methyltransferase activity
default-0_c107758|m.66792	GO:0003723	RNA binding
default-0_rep_c47643|m.33015	GO:0031072	heat shock protein binding
default-0_rep_c47643|m.33015	GO:0051082	unfolded protein binding
default-0_rep_c93617|m.60494	GO:0051536	iron-sulfur cluster binding
default-0_rep_c93617|m.60494	GO:0051537	2 iron, 2 sulfur cluster binding
default-0_rep_c93617|m.60494	GO:0009055	electron carrier activity
default-0_rep_c56001|m.38535	GO:0003735	structural constituent of ribosome
default-0_rep_c33083|m.23934	GO:0005506	iron ion binding
default-0_rep_c33083|m.23934	GO:0016705	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen
default-0_rep_c33083|m.23934	GO:0020037	heme binding
default-0_c103846|m.64716	GO:0015018	galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase activity
default-0_rep_c31260|m.22960	GO:0015116	sulfate transmembrane transporter activity
default-0_rep_c31260|m.22960	GO:0008271	secondary active sulfate transmembrane transporter activity
default-0_rep_c3612|m.3175	GO:0008234	cysteine-type peptidase activity
default-0_rep_c114944|m.70780	GO:0005525	GTP binding
default-0_rep_c12377|m.10202	GO:0005524	ATP binding
default-0_rep_c12377|m.10202	GO:0004672	protein kinase activity
default-0_c76159|m.51292	GO:0016705	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen
default-0_dn_rep_c47153|m.32672	GO:0019904	protein domain specific binding
default-0_rep_c49956|m.34605	GO:0016651	oxidoreductase activity, acting on NAD(P)H
default-0_rep_c60310|m.41307	GO:0005525	GTP binding
default-0_rep_c54664|m.37528	GO:0046982	protein heterodimerization activity
default-0_rep_c54664|m.37528	GO:0003677	DNA binding
default-0_c102190|m.64070	GO:0004842	ubiquitin-protein transferase activity
default-0_c108771|m.67451	GO:0003824	catalytic activity
default-0_c108771|m.67451	GO:0051536	iron-sulfur cluster binding
default-0_c108771|m.67451	GO:0016992	lipoate synthase activity
default-0_c108771|m.67451	GO:0051539	4 iron, 4 sulfur cluster binding
default-0_rep_c48079|m.33305	GO:0004185	serine-type carboxypeptidase activity
default-0_rep_c58283|m.40044	GO:0003735	structural constituent of ribosome
default-0_rep_c67572|m.45549	GO:0046982	protein heterodimerization activity
default-0_rep_c67572|m.45549	GO:0003677	DNA binding
default-0_rep_c10715|m.8945	GO:0003676	nucleic acid binding
default-0_rep_c10715|m.8945	GO:0000166	nucleotide binding
default-0_c74817|m.50398	GO:0004871	signal transducer activity
default-0_c70705|m.46984	GO:0005506	iron ion binding
default-0_c70705|m.46984	GO:0016705	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen
default-0_c70705|m.46984	GO:0020037	heme binding
default-0_rep_c66708|m.45106	GO:0003676	nucleic acid binding
default-0_rep_c66708|m.45106	GO:0000166	nucleotide binding
default-0_rep_c14496|m.11757	GO:0005515	protein binding
default-0_rep_c64707|m.43944	GO:0003677	DNA binding
default-0_rep_c64707|m.43944	GO:0046982	protein heterodimerization activity
default-0_c44521|m.30817	GO:0003677	DNA binding
default-0_rep_c49221|m.34102	GO:0016627	oxidoreductase activity, acting on the CH-CH group of donors
default-0_rep_c49221|m.34102	GO:0003997	acyl-CoA oxidase activity
default-0_rep_c62933|m.42910	GO:0003735	structural constituent of ribosome
default-0_c83359|m.55638	GO:0016758	transferase activity, transferring hexosyl groups
default-0_rep_c104689|m.65128	GO:0004013	adenosylhomocysteinase activity
default-0_rep_c52327|m.36005	GO:0051287	NAD binding
default-0_rep_c52327|m.36005	GO:0016616	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor
default-0_rep_c49011|m.33959	GO:0003723	RNA binding
default-0_rep_c49011|m.33959	GO:0003743	translation initiation factor activity
default-0_c74829|m.50408	GO:0005215	transporter activity
default-0_rep_c112740|m.69532	GO:0005515	protein binding
default-0_rep_c112740|m.69532	GO:0003743	translation initiation factor activity
default-0_rep_c57771|m.39687	GO:0046982	protein heterodimerization activity
default-0_rep_c57771|m.39687	GO:0003677	DNA binding
default-0_c82103|m.54980	GO:0008270	zinc ion binding
default-0_c82103|m.54980	GO:0005515	protein binding
default-0_c72415|m.48517	GO:0005488	binding
default-0_c72415|m.48517	GO:0008601	protein phosphatase type 2A regulator activity
default-0_rep_c23480|m.18143	GO:0005488	binding
default-0_rep_c57085|m.39239	GO:0016161	beta-amylase activity
default-0_rep_c62261|m.42500	GO:0005525	GTP binding
default-0_c21080|m.16522	GO:0008270	zinc ion binding
default-0_c21080|m.16522	GO:0003676	nucleic acid binding
default-0_c89857|m.58879	GO:0004672	protein kinase activity
default-0_rep_c86213|m.57179	GO:0004568	chitinase activity
default-0_c829|m.773	GO:0005215	transporter activity
default-0_rep_c65298|m.44304	GO:0003779	actin binding
default-0_c100930|m.63529	GO:0016787	hydrolase activity
default-0_rep_c61267|m.41903	GO:0046872	metal ion binding
default-0_rep_c61267|m.41903	GO:0008270	zinc ion binding
default-0_rep_c61267|m.41903	GO:0003676	nucleic acid binding
default-0_c71659|m.47867	GO:0008270	zinc ion binding
default-0_rep_c22866|m.17723	GO:0005215	transporter activity
default-0_rep_c26900|m.20433	GO:0003735	structural constituent of ribosome
default-0_rep_c42766|m.29371	GO:0016853	isomerase activity
default-0_rep_c89282|m.58639	GO:0003735	structural constituent of ribosome
default-0_c35340|m.25091	GO:0005488	binding
default-0_rep_c4411|m.3893	GO:0003735	structural constituent of ribosome
default-0_rep_c100011|m.63131	GO:0016491	oxidoreductase activity
default-0_c19262|m.15227	GO:0004190	aspartic-type endopeptidase activity
default-0_c19262|m.15227	GO:0005515	protein binding
default-0_rep_c38725|m.26986	GO:0004298	threonine-type endopeptidase activity
default-0_c95687|m.61468	GO:0016779	nucleotidyltransferase activity
default-0_rep_c106985|m.66264	GO:0003779	actin binding
default-0_c20228|m.15986	GO:0005488	binding
default-0_c20228|m.15986	GO:0005515	protein binding
default-0_c14533|m.11783	GO:0016491	oxidoreductase activity
default-0_rep_c76611|m.51584	GO:0003735	structural constituent of ribosome
default-0_rep_c76611|m.51584	GO:0019843	rRNA binding
default-0_c14533|m.11784	GO:0005507	copper ion binding
default-0_rep_c26550|m.20226	GO:0003735	structural constituent of ribosome
default-0_rep_c85830|m.56985	GO:0020037	heme binding
default-0_rep_c85830|m.56985	GO:0015232	heme transporter activity
default-0_rep_c87913|m.58068	GO:0003824	catalytic activity
default-0_rep_c87913|m.58068	GO:0016746	transferase activity, transferring acyl groups
default-0_rep_c59135|m.40548	GO:0005524	ATP binding
default-0_rep_c59135|m.40548	GO:0003676	nucleic acid binding
default-0_c73037|m.49013	GO:0004518	nuclease activity
default-0_c73037|m.49013	GO:0004519	endonuclease activity
default-0_c73037|m.49013	GO:0003677	DNA binding
default-0_rep_c85927|m.57036	GO:0008378	galactosyltransferase activity
default-0_rep_c85927|m.57036	GO:0030246	carbohydrate binding
default-0_rep_c60137|m.41180	GO:0019843	rRNA binding
default-0_rep_c60137|m.41180	GO:0003735	structural constituent of ribosome
default-0_rep_c60137|m.41180	GO:0003723	RNA binding
default-0_rep_c98766|m.62656	GO:0009055	electron carrier activity
default-0_rep_c3959|m.3472	GO:0004334	fumarylacetoacetase activity
default-0_rep_c3959|m.3472	GO:0003824	catalytic activity
default-0_rep_c116856|m.71751	GO:0016491	oxidoreductase activity
default-0_rep_c100890|m.63503	GO:0005515	protein binding
default-0_c21772|m.17015	GO:0016887	ATPase activity
default-0_c21772|m.17015	GO:0005524	ATP binding
default-0_c72555|m.48651	GO:0016597	amino acid binding
default-0_rep_c32977|m.23878	GO:0008270	zinc ion binding
default-0_rep_c32977|m.23878	GO:0016491	oxidoreductase activity
default-0_rep_c28159|m.21140	GO:0004869	cysteine-type endopeptidase inhibitor activity
default-0_rep_c107894|m.66885	GO:0019825	oxygen binding
default-0_rep_c107894|m.66885	GO:0020037	heme binding
default-0_rep_c23435|m.18114	GO:0051536	iron-sulfur cluster binding
default-0_rep_c23435|m.18114	GO:0016491	oxidoreductase activity
default-0_c90958|m.59326	GO:0003735	structural constituent of ribosome
default-0_rep_c102180|m.64063	GO:0003735	structural constituent of ribosome
default-0_rep_c42166|m.28986	GO:0005506	iron ion binding
default-0_rep_c42166|m.28986	GO:0016705	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen
default-0_rep_c42166|m.28986	GO:0020037	heme binding
default-0_rep_c2713|m.2386	GO:0004523	RNA-DNA hybrid ribonuclease activity
default-0_rep_c2713|m.2386	GO:0003676	nucleic acid binding
default-0_rep_c6489|m.5631	GO:0008137	NADH dehydrogenase (ubiquinone) activity
default-0_rep_c6489|m.5631	GO:0016651	oxidoreductase activity, acting on NAD(P)H
default-0_rep_c37188|m.26115	GO:0004869	cysteine-type endopeptidase inhibitor activity
default-0_rep_c29809|m.22149	GO:0016491	oxidoreductase activity
default-0_c27014|m.20495	GO:0016747	transferase activity, transferring acyl groups other than amino-acyl groups
default-0_rep_c87127|m.57662	GO:0004252	serine-type endopeptidase activity
default-0_rep_c2147|m.1863	GO:0005507	copper ion binding
default-0_rep_c2147|m.1863	GO:0016491	oxidoreductase activity
default-0_rep_c51353|m.35427	GO:0015078	hydrogen ion transmembrane transporter activity
default-0_rep_c9876|m.8312	GO:0003871	5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase activity
default-0_rep_c9876|m.8312	GO:0008270	zinc ion binding
default-0_rep_c56475|m.38844	GO:0004252	serine-type endopeptidase activity
default-0_rep_c32074|m.23370	GO:0016758	transferase activity, transferring hexosyl groups
default-0_rep_c13427|m.10970	GO:0046872	metal ion binding
default-0_rep_c13427|m.10970	GO:0000166	nucleotide binding
default-0_c11980|m.9905	GO:0070569	uridylyltransferase activity
default-0_c47858|m.33151	GO:0016866	intramolecular transferase activity
default-0_rep_c52905|m.36340	GO:0003735	structural constituent of ribosome
default-0_c33118|m.23954	GO:0005515	protein binding
default-0_c81290|m.54530	GO:0004252	serine-type endopeptidase activity
default-0_rep_c69558|m.46419	GO:0005515	protein binding
default-0_rep_c11504|m.9530	GO:0003677	DNA binding
default-0_rep_c42856|m.29453	GO:0004190	aspartic-type endopeptidase activity
default-0_rep_c9722|m.8187	GO:0008270	zinc ion binding
default-0_rep_c9722|m.8187	GO:0005515	protein binding
default-0_rep_c21617|m.16909	GO:0003735	structural constituent of ribosome
default-0_c95930|m.61569	GO:0003735	structural constituent of ribosome
default-0_c95930|m.61568	GO:0003735	structural constituent of ribosome
default-0_rep_c106|m.128	GO:0016491	oxidoreductase activity
default-0_rep_c53413|m.36704	GO:0051082	unfolded protein binding
default-0_c71453|m.47671	GO:0005525	GTP binding
default-0_rep_c110697|m.68563	GO:0003824	catalytic activity
default-0_rep_c52917|m.36348	GO:0005524	ATP binding
default-0_rep_c52917|m.36348	GO:0004672	protein kinase activity
default-0_c11142|m.9279	GO:0016747	transferase activity, transferring acyl groups other than amino-acyl groups
default-0_c86618|m.57399	GO:0003676	nucleic acid binding
default-0_c86618|m.57399	GO:0000166	nucleotide binding
default-0_dn_rep_c69610|m.46450	GO:0005515	protein binding
default-0_rep_c29348|m.21875	GO:0005488	binding
default-0_rep_c46396|m.32139	GO:0005515	protein binding
default-0_rep_c1930|m.1668	GO:0005515	protein binding
default-0_rep_c7199|m.6210	GO:0016491	oxidoreductase activity
